concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
40756848	CPT4 - 43757	Procedure	CPT4	CPT4	S	43757	20110505	20991231	
40756846	CPT4 - 22905	Procedure	CPT4	CPT4	S	22905	20100403	20991231	
40756845	CPT4 - 88388	Measurement	CPT4	CPT4	S	88388	20100403	20991231	
40756844	CPT4 - 49418	Procedure	CPT4	CPT4	S	49418	20110505	20991231	
40756841	CPT4 - 26111	Procedure	CPT4	CPT4	S	26111	20100403	20991231	
40756840	CPT4 - 93563	Procedure	CPT4	CPT4	S	93563	20110505	20991231	
40756837	CPT4 - 90868	Procedure	CPT4	CPT4	S	90868	20110505	20991231	
40756836	CPT4 - 92227	Procedure	CPT4	CPT4	S	92227	20110505	20991231	
40756835	CPT4 - 64493	Procedure	CPT4	CPT4	S	64493	20100403	20991231	
40756834	CPT4 - 0234T	Procedure	CPT4	CPT4	S	0234T	20110505	20991231	
40756833	CPT4 - 78452	Procedure	CPT4	CPT4	S	78452	20100403	20991231	
40756831	CPT4 - 0232T	Procedure	CPT4	CPT4	S	0232T	20110505	20991231	
40756830	CPT4 - 93564	Procedure	CPT4	CPT4	S	93564	20110505	20991231	
40756829	CPT4 - 75574	Procedure	CPT4	CPT4	S	75574	20100403	20991231	
40756828	CPT4 - 32553	Procedure	CPT4	CPT4	S	32553	20100403	20991231	
40756827	CPT4 - 27337	Procedure	CPT4	CPT4	S	27337	20100403	20991231	
40756826	CPT4 - 22903	Procedure	CPT4	CPT4	S	22903	20100403	20991231	
40756824	CPT4 - 93750	Procedure	CPT4	CPT4	S	93750	20100403	20991231	
40756823	CPT4 - 0222T	Procedure	CPT4	CPT4	S	0222T	20110505	20991231	
40756822	CPT4 - 27632	Procedure	CPT4	CPT4	S	27632	20100403	20991231	
40756821	CPT4 - 0219T	Procedure	CPT4	CPT4	S	0219T	20110505	20991231	
2722250	CPT4 - 76825	Procedure	CPT4	CPT4	S	76825	19700101	20991231	
2514612	CPT4 - 99607	Procedure	CPT4	CPT4	S	99607	20080401	20991231	
2514611	CPT4 - 99606	Procedure	CPT4	CPT4	S	99606	20080401	20991231	
2514610	CPT4 - 99605	Procedure	CPT4	CPT4	S	99605	20080401	20991231	
2514609	CPT4 - 99602	Procedure	CPT4	CPT4	S	99602	20040331	20991231	
2514608	CPT4 - 99601	Procedure	CPT4	CPT4	S	99601	20040331	20991231	
2514607	CPT4 - 99600	Procedure	CPT4	CPT4	S	99600	20030331	20991231	
2514586	CPT4 - 99512	Procedure	CPT4	CPT4	S	99512	19700101	20991231	
2514585	CPT4 - 99511	Procedure	CPT4	CPT4	S	99511	19700101	20991231	
2514584	CPT4 - 99510	Procedure	CPT4	CPT4	S	99510	19700101	20991231	
2514583	CPT4 - 99509	Procedure	CPT4	CPT4	S	99509	19700101	20991231	
2313981	CPT4 - 93893	Procedure	CPT4	CPT4	S	93893	20050119	20991231	
2313980	CPT4 - 93892	Procedure	CPT4	CPT4	S	93892	20050119	20991231	
2313979	CPT4 - 93890	Procedure	CPT4	CPT4	S	93890	20050119	20991231	
2313978	CPT4 - 93888	Procedure	CPT4	CPT4	S	93888	19700101	20991231	
2313977	CPT4 - 93886	Procedure	CPT4	CPT4	S	93886	19700101	20991231	
2313976	CPT4 - 93882	Procedure	CPT4	CPT4	S	93882	19700101	20991231	
2313975	CPT4 - 93880	Procedure	CPT4	CPT4	S	93880	19700101	20991231	
2313973	CPT4 - 93799	Procedure	CPT4	CPT4	S	93799	19700101	20991231	
2313972	CPT4 - 93798	Procedure	CPT4	CPT4	S	93798	19700101	20991231	
2313971	CPT4 - 93797	Procedure	CPT4	CPT4	S	93797	19700101	20991231	
2313970	CPT4 - 93790	Procedure	CPT4	CPT4	S	93790	19700101	20991231	
2313969	CPT4 - 93788	Procedure	CPT4	CPT4	S	93788	19700101	20991231	
2313968	CPT4 - 93786	Procedure	CPT4	CPT4	S	93786	19700101	20991231	
2313967	CPT4 - 93784	Procedure	CPT4	CPT4	S	93784	19700101	20991231	
2313966	CPT4 - 93770	Procedure	CPT4	CPT4	S	93770	19700101	20991231	
2313963	CPT4 - 93745	Procedure	CPT4	CPT4	S	93745	20050119	20991231	
2313958	CPT4 - 93740	Procedure	CPT4	CPT4	S	93740	19700101	20991231	
2313948	CPT4 - 93724	Procedure	CPT4	CPT4	S	93724	19700101	20991231	
2313944	CPT4 - 93701	Procedure	CPT4	CPT4	S	93701	19700101	20991231	
2313943	CPT4 - 93668	Procedure	CPT4	CPT4	S	93668	19700101	20991231	
2313942	CPT4 - 93662	Procedure	CPT4	CPT4	S	93662	19700101	20991231	
2313941	CPT4 - 93660	Procedure	CPT4	CPT4	S	93660	19700101	20991231	
2313938	CPT4 - 93650	Procedure	CPT4	CPT4	S	93650	19700101	20991231	
2313937	CPT4 - 93642	Procedure	CPT4	CPT4	S	93642	19700101	20991231	
2313936	CPT4 - 93641	Procedure	CPT4	CPT4	S	93641	19700101	20991231	
2313935	CPT4 - 93640	Procedure	CPT4	CPT4	S	93640	19700101	20991231	
2313934	CPT4 - 93631	Procedure	CPT4	CPT4	S	93631	19700101	20991231	
2313933	CPT4 - 93624	Procedure	CPT4	CPT4	S	93624	19700101	20991231	
2313932	CPT4 - 93623	Procedure	CPT4	CPT4	S	93623	19700101	20991231	
2313931	CPT4 - 93622	Procedure	CPT4	CPT4	S	93622	19700101	20991231	
2313930	CPT4 - 93621	Procedure	CPT4	CPT4	S	93621	19700101	20991231	
2313929	CPT4 - 93620	Procedure	CPT4	CPT4	S	93620	19700101	20991231	
2313928	CPT4 - 93619	Procedure	CPT4	CPT4	S	93619	19700101	20991231	
2313927	CPT4 - 93618	Procedure	CPT4	CPT4	S	93618	19700101	20991231	
2313926	CPT4 - 93616	Procedure	CPT4	CPT4	S	93616	19700101	20991231	
2313925	CPT4 - 93615	Procedure	CPT4	CPT4	S	93615	19700101	20991231	
43528018	CPT4 - 95909	Procedure	CPT4	CPT4	S	95909	20130508	20991231	
43528017	CPT4 - 95908	Procedure	CPT4	CPT4	S	95908	20130508	20991231	
43528016	CPT4 - 95907	Procedure	CPT4	CPT4	S	95907	20130508	20991231	
43528015	CPT4 - 95783	Procedure	CPT4	CPT4	S	95783	20130508	20991231	
43528014	CPT4 - 95782	Procedure	CPT4	CPT4	S	95782	20130508	20991231	
43528013	CPT4 - 95079	Measurement	CPT4	CPT4	S	95079	20130508	20991231	
43528012	CPT4 - 95076	Measurement	CPT4	CPT4	S	95076	20130508	20991231	
43528011	CPT4 - 95018	Measurement	CPT4	CPT4	S	95018	20130508	20991231	
43528010	CPT4 - 95017	Measurement	CPT4	CPT4	S	95017	20130508	20991231	
43528009	CPT4 - 93657	Procedure	CPT4	CPT4	S	93657	20130508	20991231	
43528008	CPT4 - 93656	Procedure	CPT4	CPT4	S	93656	20130508	20991231	
43528007	CPT4 - 93655	Procedure	CPT4	CPT4	S	93655	20130508	20991231	
43528006	CPT4 - 93654	Procedure	CPT4	CPT4	S	93654	20130508	20991231	
43528005	CPT4 - 93653	Procedure	CPT4	CPT4	S	93653	20130508	20991231	
43528004	CPT4 - 92944	Procedure	CPT4	CPT4	S	92944	20130508	20991231	
43528003	CPT4 - 92943	Procedure	CPT4	CPT4	S	92943	20130508	20991231	
43528002	CPT4 - 92941	Procedure	CPT4	CPT4	S	92941	20130508	20991231	
43528001	CPT4 - 92938	Procedure	CPT4	CPT4	S	92938	20130508	20991231	
43528000	CPT4 - 92937	Procedure	CPT4	CPT4	S	92937	20130508	20991231	
43527999	CPT4 - 92929	Procedure	CPT4	CPT4	S	92929	20130508	20991231	
43527998	CPT4 - 92928	Procedure	CPT4	CPT4	S	92928	20130508	20991231	
43527997	CPT4 - 92925	Procedure	CPT4	CPT4	S	92925	20130508	20991231	
43527996	CPT4 - 92924	Procedure	CPT4	CPT4	S	92924	20130508	20991231	
43527995	CPT4 - 92921	Procedure	CPT4	CPT4	S	92921	20130508	20991231	
43527994	CPT4 - 92920	Procedure	CPT4	CPT4	S	92920	20130508	20991231	
43527993	CPT4 - 91112	Procedure	CPT4	CPT4	S	91112	20130508	20991231	
43527992	CPT4 - 90863	Procedure	CPT4	CPT4	S	90863	20130508	20991231	
43527991	CPT4 - 90840	Procedure	CPT4	CPT4	S	90840	20130508	20991231	
43527990	CPT4 - 90839	Procedure	CPT4	CPT4	S	90839	20130508	20991231	
43527989	CPT4 - 90838	Procedure	CPT4	CPT4	S	90838	20130508	20991231	
2514581	CPT4 - 99507	Procedure	CPT4	CPT4	S	99507	19700101	20991231	
2514580	CPT4 - 99506	Procedure	CPT4	CPT4	S	99506	19700101	20991231	
2514579	CPT4 - 99505	Procedure	CPT4	CPT4	S	99505	19700101	20991231	
2514578	CPT4 - 99504	Procedure	CPT4	CPT4	S	99504	19700101	20991231	
2514577	CPT4 - 99503	Procedure	CPT4	CPT4	S	99503	19700101	20991231	
2514576	CPT4 - 99502	Procedure	CPT4	CPT4	S	99502	19700101	20991231	
2514575	CPT4 - 99501	Procedure	CPT4	CPT4	S	99501	19700101	20991231	
2514574	CPT4 - 99500	Procedure	CPT4	CPT4	S	99500	19700101	20991231	
2514573	CPT4 - 99499	Procedure	CPT4	CPT4	S	99499	19700101	20991231	
2514572	CPT4 - 99480	Procedure	CPT4	CPT4	S	99480	20090406	20991231	
2514571	CPT4 - 99479	Procedure	CPT4	CPT4	S	99479	20090406	20991231	
2514570	CPT4 - 99478	Procedure	CPT4	CPT4	S	99478	20090406	20991231	
2514569	CPT4 - 99477	Procedure	CPT4	CPT4	S	99477	20080401	20991231	
2514568	CPT4 - 99476	Procedure	CPT4	CPT4	S	99476	20090406	20991231	
2514567	CPT4 - 99475	Procedure	CPT4	CPT4	S	99475	20090406	20991231	
2514566	CPT4 - 99472	Procedure	CPT4	CPT4	S	99472	20090406	20991231	
2514565	CPT4 - 99471	Procedure	CPT4	CPT4	S	99471	20090406	20991231	
2514564	CPT4 - 99469	Procedure	CPT4	CPT4	S	99469	20090406	20991231	
2514563	CPT4 - 99468	Procedure	CPT4	CPT4	S	99468	20090406	20991231	
2514562	CPT4 - 99467	Procedure	CPT4	CPT4	S	99467	20090406	20991231	
2514561	CPT4 - 99466	Procedure	CPT4	CPT4	S	99466	20090406	20991231	
2514560	CPT4 - 99465	Procedure	CPT4	CPT4	S	99465	20090406	20991231	
2514559	CPT4 - 99464	Procedure	CPT4	CPT4	S	99464	20090406	20991231	
2514558	CPT4 - 99463	Procedure	CPT4	CPT4	S	99463	20090406	20991231	
2514557	CPT4 - 99462	Procedure	CPT4	CPT4	S	99462	20090406	20991231	
2514556	CPT4 - 99461	Procedure	CPT4	CPT4	S	99461	20090406	20991231	
2514555	CPT4 - 99460	Procedure	CPT4	CPT4	S	99460	20090406	20991231	
2514553	CPT4 - 99455	Procedure	CPT4	CPT4	S	99455	19700101	20991231	
2514552	CPT4 - 99450	Procedure	CPT4	CPT4	S	99450	19700101	20991231	
2514551	CPT4 - 99444	Procedure	CPT4	CPT4	S	99444	20080401	20991231	
2514550	CPT4 - 99443	Procedure	CPT4	CPT4	S	99443	20080401	20991231	
2514549	CPT4 - 99442	Procedure	CPT4	CPT4	S	99442	20080401	20991231	
2514548	CPT4 - 99441	Procedure	CPT4	CPT4	S	99441	20080401	20991231	
2514541	CPT4 - 99429	Procedure	CPT4	CPT4	S	99429	19700101	20991231	
2313924	CPT4 - 93613	Procedure	CPT4	CPT4	S	93613	19700101	20991231	
2313923	CPT4 - 93612	Procedure	CPT4	CPT4	S	93612	19700101	20991231	
2313922	CPT4 - 93610	Procedure	CPT4	CPT4	S	93610	19700101	20991231	
2313921	CPT4 - 93609	Procedure	CPT4	CPT4	S	93609	19700101	20991231	
2313919	CPT4 - 93603	Procedure	CPT4	CPT4	S	93603	19700101	20991231	
2313918	CPT4 - 93602	Procedure	CPT4	CPT4	S	93602	19700101	20991231	
2313917	CPT4 - 93600	Procedure	CPT4	CPT4	S	93600	19700101	20991231	
2313916	CPT4 - 93581	Procedure	CPT4	CPT4	S	93581	20030331	20991231	
2313915	CPT4 - 93580	Procedure	CPT4	CPT4	S	93580	20030331	20991231	
2313914	CPT4 - 93572	Procedure	CPT4	CPT4	S	93572	19700101	20991231	
2313913	CPT4 - 93571	Procedure	CPT4	CPT4	S	93571	19700101	20991231	
2313912	CPT4 - 93562	Procedure	CPT4	CPT4	S	93562	19700101	20991231	
2313911	CPT4 - 93561	Procedure	CPT4	CPT4	S	93561	19700101	20991231	
2313900	CPT4 - 93533	Procedure	CPT4	CPT4	S	93533	19700101	20991231	
2313899	CPT4 - 93532	Procedure	CPT4	CPT4	S	93532	19700101	20991231	
2313898	CPT4 - 93531	Procedure	CPT4	CPT4	S	93531	19700101	20991231	
2313897	CPT4 - 93530	Procedure	CPT4	CPT4	S	93530	19700101	20991231	
2313887	CPT4 - 93505	Procedure	CPT4	CPT4	S	93505	19700101	20991231	
2313886	CPT4 - 93503	Procedure	CPT4	CPT4	S	93503	19700101	20991231	
2313884	CPT4 - 93352	Procedure	CPT4	CPT4	S	93352	20090406	20991231	
2313883	CPT4 - 93351	Procedure	CPT4	CPT4	S	93351	20090406	20991231	
2313882	CPT4 - 93350	Procedure	CPT4	CPT4	S	93350	19700101	20991231	
2313881	CPT4 - 93325	Procedure	CPT4	CPT4	S	93325	19700101	20991231	
2313880	CPT4 - 93321	Procedure	CPT4	CPT4	S	93321	19700101	20991231	
2313879	CPT4 - 93320	Procedure	CPT4	CPT4	S	93320	19700101	20991231	
2313878	CPT4 - 93318	Procedure	CPT4	CPT4	S	93318	19700101	20991231	
2313877	CPT4 - 93317	Procedure	CPT4	CPT4	S	93317	19700101	20991231	
2313876	CPT4 - 93316	Procedure	CPT4	CPT4	S	93316	19700101	20991231	
2313875	CPT4 - 93315	Procedure	CPT4	CPT4	S	93315	19700101	20991231	
2313874	CPT4 - 93314	Procedure	CPT4	CPT4	S	93314	19700101	20991231	
2313873	CPT4 - 93313	Procedure	CPT4	CPT4	S	93313	19700101	20991231	
2313872	CPT4 - 93312	Procedure	CPT4	CPT4	S	93312	19700101	20991231	
2313871	CPT4 - 93308	Procedure	CPT4	CPT4	S	93308	19700101	20991231	
2313870	CPT4 - 93307	Procedure	CPT4	CPT4	S	93307	19700101	20991231	
2313869	CPT4 - 93306	Procedure	CPT4	CPT4	S	93306	20090406	20991231	
2313868	CPT4 - 93304	Procedure	CPT4	CPT4	S	93304	19700101	20991231	
2313867	CPT4 - 93303	Procedure	CPT4	CPT4	S	93303	19700101	20991231	
43527988	CPT4 - 90836	Procedure	CPT4	CPT4	S	90836	20130508	20991231	
43527987	CPT4 - 90833	Procedure	CPT4	CPT4	S	90833	20130508	20991231	
43527986	CPT4 - 90832	Procedure	CPT4	CPT4	S	90832	20130508	20991231	
43527985	CPT4 - 90792	Procedure	CPT4	CPT4	S	90792	20130508	20991231	
43527984	CPT4 - 90791	Procedure	CPT4	CPT4	S	90791	20130508	20991231	
43527983	CPT4 - 90785	Procedure	CPT4	CPT4	S	90785	20130508	20991231	
43527982	CPT4 - 90739	Drug	CPT4	CPT4		90739	20130508	20991231	
43527981	CPT4 - 90672	Drug	CPT4	CPT4		90672	20130508	20991231	
43527980	CPT4 - 90653	Drug	CPT4	CPT4		90653	20130508	20991231	
43527979	CPT4 - 88375	Procedure	CPT4	CPT4	S	88375	20130508	20991231	
43527963	CPT4 - 81599	Observation	CPT4	CPT4	S	81599	20130508	20991231	
43527939	CPT4 - 78012	Procedure	CPT4	CPT4	S	78012	20130508	20991231	
43527938	CPT4 - 64615	Procedure	CPT4	CPT4	S	64615	20130508	20991231	
43527937	CPT4 - 52287	Procedure	CPT4	CPT4	S	52287	20130508	20991231	
43527936	CPT4 - 44705	Procedure	CPT4	CPT4	S	44705	20130508	20991231	
43527934	CPT4 - 43206	Procedure	CPT4	CPT4	S	43206	20130508	20991231	
43527933	CPT4 - 38243	Procedure	CPT4	CPT4	S	38243	20130508	20991231	
43527932	CPT4 - 37212	Procedure	CPT4	CPT4	S	37212	20130508	20991231	
43527931	CPT4 - 37211	Procedure	CPT4	CPT4	S	37211	20130508	20991231	
43527930	CPT4 - 37197	Procedure	CPT4	CPT4	S	37197	20130508	20991231	
43527929	CPT4 - 36228	Procedure	CPT4	CPT4	S	36228	20130508	20991231	
43527928	CPT4 - 36227	Procedure	CPT4	CPT4	S	36227	20130508	20991231	
43527927	CPT4 - 36226	Procedure	CPT4	CPT4	S	36226	20130508	20991231	
43527926	CPT4 - 36225	Procedure	CPT4	CPT4	S	36225	20130508	20991231	
43527925	CPT4 - 36224	Procedure	CPT4	CPT4	S	36224	20130508	20991231	
43527924	CPT4 - 36221	Procedure	CPT4	CPT4	S	36221	20130508	20991231	
43527923	CPT4 - 33993	Procedure	CPT4	CPT4	S	33993	20130508	20991231	
43527922	CPT4 - 33992	Procedure	CPT4	CPT4	S	33992	20130508	20991231	
43527921	CPT4 - 33991	Procedure	CPT4	CPT4	S	33991	20130508	20991231	
43527920	CPT4 - 33990	Procedure	CPT4	CPT4	S	33990	20130508	20991231	
43527919	CPT4 - 33361	Procedure	CPT4	CPT4	S	33361	20130508	20991231	
43527918	CPT4 - 32701	Procedure	CPT4	CPT4	S	32701	20130508	20991231	
43527917	CPT4 - 32557	Procedure	CPT4	CPT4	S	32557	20130508	20991231	
43527916	CPT4 - 32556	Procedure	CPT4	CPT4	S	32556	20130508	20991231	
43527915	CPT4 - 32555	Procedure	CPT4	CPT4	S	32555	20130508	20991231	
2514539	CPT4 - 99412	Procedure	CPT4	CPT4	S	99412	19700101	20991231	
2514538	CPT4 - 99411	Procedure	CPT4	CPT4	S	99411	19700101	20991231	
2514537	CPT4 - 99409	Procedure	CPT4	CPT4	S	99409	20080401	20991231	
2514536	CPT4 - 99408	Procedure	CPT4	CPT4	S	99408	20080401	20991231	
2514535	CPT4 - 99407	Procedure	CPT4	CPT4	S	99407	20080401	20991231	
2314026	CPT4 - 94640	Procedure	CPT4	CPT4	S	94640	19700101	20991231	
2314025	CPT4 - 94621	Procedure	CPT4	CPT4	S	94621	19700101	20991231	
2314023	CPT4 - 94610	Procedure	CPT4	CPT4	S	94610	20070703	20991231	
2314022	CPT4 - 94453	Procedure	CPT4	CPT4	S	94453	20050119	20991231	
2314021	CPT4 - 94452	Procedure	CPT4	CPT4	S	94452	20050119	20991231	
2314020	CPT4 - 94450	Procedure	CPT4	CPT4	S	94450	19700101	20991231	
2314019	CPT4 - 94400	Procedure	CPT4	CPT4	S	94400	19700101	20991231	
2314018	CPT4 - 94375	Procedure	CPT4	CPT4	S	94375	19700101	20991231	
2314013	CPT4 - 94250	Procedure	CPT4	CPT4	S	94250	19700101	20991231	
2314011	CPT4 - 94200	Procedure	CPT4	CPT4	S	94200	19700101	20991231	
2314010	CPT4 - 94150	Procedure	CPT4	CPT4	S	94150	19700101	20991231	
2314009	CPT4 - 94070	Procedure	CPT4	CPT4	S	94070	19700101	20991231	
2314008	CPT4 - 94060	Procedure	CPT4	CPT4	S	94060	19700101	20991231	
2314007	CPT4 - 94016	Procedure	CPT4	CPT4	S	94016	19700101	20991231	
2314006	CPT4 - 94015	Procedure	CPT4	CPT4	S	94015	19700101	20991231	
2314005	CPT4 - 94014	Procedure	CPT4	CPT4	S	94014	19700101	20991231	
2314024	CPT4 - 94620	Procedure	CPT4	CPT4	S	94620	19700101	20180506	
2314004	CPT4 - 94010	Procedure	CPT4	CPT4	S	94010	19700101	20991231	
2314003	CPT4 - 94005	Procedure	CPT4	CPT4	S	94005	20070703	20991231	
2314002	CPT4 - 94004	Procedure	CPT4	CPT4	S	94004	20070703	20991231	
2314001	CPT4 - 94003	Procedure	CPT4	CPT4	S	94003	20070703	20991231	
2314000	CPT4 - 94002	Procedure	CPT4	CPT4	S	94002	20070703	20991231	
2313999	CPT4 - 93990	Procedure	CPT4	CPT4	S	93990	19700101	20991231	
2313997	CPT4 - 93981	Procedure	CPT4	CPT4	S	93981	19700101	20991231	
2313996	CPT4 - 93980	Procedure	CPT4	CPT4	S	93980	19700101	20991231	
2313995	CPT4 - 93979	Procedure	CPT4	CPT4	S	93979	19700101	20991231	
2313994	CPT4 - 93978	Procedure	CPT4	CPT4	S	93978	19700101	20991231	
2313993	CPT4 - 93976	Procedure	CPT4	CPT4	S	93976	19700101	20991231	
2313992	CPT4 - 93975	Procedure	CPT4	CPT4	S	93975	19700101	20991231	
2313991	CPT4 - 93971	Procedure	CPT4	CPT4	S	93971	19700101	20991231	
2313990	CPT4 - 93970	Procedure	CPT4	CPT4	S	93970	19700101	20991231	
2313988	CPT4 - 93931	Procedure	CPT4	CPT4	S	93931	19700101	20991231	
2313987	CPT4 - 93930	Procedure	CPT4	CPT4	S	93930	19700101	20991231	
2313986	CPT4 - 93926	Procedure	CPT4	CPT4	S	93926	19700101	20991231	
2313985	CPT4 - 93925	Procedure	CPT4	CPT4	S	93925	19700101	20991231	
2313984	CPT4 - 93924	Procedure	CPT4	CPT4	S	93924	19700101	20991231	
2313983	CPT4 - 93923	Procedure	CPT4	CPT4	S	93923	19700101	20991231	
2313982	CPT4 - 93922	Procedure	CPT4	CPT4	S	93922	19700101	20991231	
2313998	CPT4 - 93982	Procedure	CPT4	CPT4	S	93982	20080401	20180506	
43528052	CPT4 - 31649	Procedure	CPT4	CPT4	S	31649	20130508	20991231	
43528051	CPT4 - 31648	Procedure	CPT4	CPT4	S	31648	20130508	20991231	
43528048	CPT4 - 0317T	Procedure	CPT4	CPT4	S	0317T	20130508	20991231	
43528047	CPT4 - 0316T	Procedure	CPT4	CPT4	S	0316T	20130508	20991231	
43528046	CPT4 - 0315T	Procedure	CPT4	CPT4	S	0315T	20130508	20991231	
43528045	CPT4 - 0314T	Procedure	CPT4	CPT4	S	0314T	20130508	20991231	
43528044	CPT4 - 0313T	Procedure	CPT4	CPT4	S	0313T	20130508	20991231	
43528043	CPT4 - 0312T	Procedure	CPT4	CPT4	S	0312T	20130508	20991231	
43528033	CPT4 - 99496	Procedure	CPT4	CPT4	S	99496	20130508	20991231	
43528032	CPT4 - 99495	Procedure	CPT4	CPT4	S	99495	20130508	20991231	
43528031	CPT4 - 99489	Procedure	CPT4	CPT4	S	99489	20130508	20991231	
43528029	CPT4 - 99487	Procedure	CPT4	CPT4	S	99487	20130508	20991231	
43528028	CPT4 - 99486	Procedure	CPT4	CPT4	S	99486	20130508	20991231	
43528027	CPT4 - 99485	Procedure	CPT4	CPT4	S	99485	20130508	20991231	
43528026	CPT4 - 95943	Procedure	CPT4	CPT4	S	95943	20130508	20991231	
43528025	CPT4 - 95941	Procedure	CPT4	CPT4	S	95941	20130508	20991231	
43528041	CPT4 - 0310T	Procedure	CPT4	CPT4	S	0310T	20130508	20180506	
43528039	CPT4 - 0307T	Procedure	CPT4	CPT4	S	0307T	20130508	20180506	
43528024	CPT4 - 95940	Procedure	CPT4	CPT4	S	95940	20130508	20991231	
43528023	CPT4 - 95924	Procedure	CPT4	CPT4	S	95924	20130508	20991231	
43528022	CPT4 - 95913	Procedure	CPT4	CPT4	S	95913	20130508	20991231	
43528021	CPT4 - 95912	Procedure	CPT4	CPT4	S	95912	20130508	20991231	
43528020	CPT4 - 95911	Procedure	CPT4	CPT4	S	95911	20130508	20991231	
43528019	CPT4 - 95910	Procedure	CPT4	CPT4	S	95910	20130508	20991231	
40756849	CPT4 - 0210T	Procedure	CPT4	CPT4	S	0210T	20110505	20991231	
2111041	CPT4 - 67113	Procedure	CPT4	CPT4	S	67113	20080401	20991231	
2111039	CPT4 - 67110	Procedure	CPT4	CPT4	S	67110	19700101	20991231	
2111036	CPT4 - 67105	Procedure	CPT4	CPT4	S	67105	19700101	20991231	
2110314	CPT4 - 59430	Procedure	CPT4	CPT4	S	59430	19700101	20991231	
2110313	CPT4 - 59426	Procedure	CPT4	CPT4	S	59426	19700101	20991231	
2110312	CPT4 - 59425	Procedure	CPT4	CPT4	S	59425	19700101	20991231	
2110311	CPT4 - 59414	Procedure	CPT4	CPT4	S	59414	19700101	20991231	
2110310	CPT4 - 59412	Procedure	CPT4	CPT4	S	59412	19700101	20991231	
2110309	CPT4 - 59410	Procedure	CPT4	CPT4	S	59410	19700101	20991231	
2110308	CPT4 - 59409	Procedure	CPT4	CPT4	S	59409	19700101	20991231	
2110306	CPT4 - 59350	Procedure	CPT4	CPT4	S	59350	19700101	20991231	
2110305	CPT4 - 59325	Procedure	CPT4	CPT4	S	59325	19700101	20991231	
2110304	CPT4 - 59320	Procedure	CPT4	CPT4	S	59320	19700101	20991231	
2110302	CPT4 - 59200	Procedure	CPT4	CPT4	S	59200	19700101	20991231	
2110301	CPT4 - 59160	Procedure	CPT4	CPT4	S	59160	19700101	20991231	
2110300	CPT4 - 59151	Procedure	CPT4	CPT4	S	59151	19700101	20991231	
2110299	CPT4 - 59150	Procedure	CPT4	CPT4	S	59150	19700101	20991231	
2110297	CPT4 - 59136	Procedure	CPT4	CPT4	S	59136	19700101	20991231	
2110296	CPT4 - 59135	Procedure	CPT4	CPT4	S	59135	19700101	20991231	
2110295	CPT4 - 59130	Procedure	CPT4	CPT4	S	59130	19700101	20991231	
2110293	CPT4 - 59120	Procedure	CPT4	CPT4	S	59120	19700101	20991231	
2110292	CPT4 - 59100	Procedure	CPT4	CPT4	S	59100	19700101	20991231	
2110291	CPT4 - 59076	Procedure	CPT4	CPT4	S	59076	20040331	20991231	
2110289	CPT4 - 59072	Procedure	CPT4	CPT4	S	59072	20040331	20991231	
2110288	CPT4 - 59070	Procedure	CPT4	CPT4	S	59070	20040331	20991231	
2110287	CPT4 - 59051	Procedure	CPT4	CPT4	S	59051	19700101	20991231	
2110286	CPT4 - 59050	Procedure	CPT4	CPT4	S	59050	19700101	20991231	
2110285	CPT4 - 59030	Procedure	CPT4	CPT4	S	59030	19700101	20991231	
2110284	CPT4 - 59025	Procedure	CPT4	CPT4	S	59025	19700101	20991231	
2110283	CPT4 - 59020	Procedure	CPT4	CPT4	S	59020	19700101	20991231	
2110282	CPT4 - 59015	Procedure	CPT4	CPT4	S	59015	19700101	20991231	
2110281	CPT4 - 59012	Procedure	CPT4	CPT4	S	59012	19700101	20991231	
2110280	CPT4 - 59001	Procedure	CPT4	CPT4	S	59001	19700101	20991231	
2110279	CPT4 - 59000	Procedure	CPT4	CPT4	S	59000	19700101	20991231	
2110277	CPT4 - 58999	Procedure	CPT4	CPT4	S	58999	19700101	20991231	
2110276	CPT4 - 58976	Procedure	CPT4	CPT4	S	58976	19700101	20991231	
2110275	CPT4 - 58974	Procedure	CPT4	CPT4	S	58974	19700101	20991231	
2110274	CPT4 - 58970	Procedure	CPT4	CPT4	S	58970	19700101	20991231	
2110273	CPT4 - 58960	Procedure	CPT4	CPT4	S	58960	19700101	20991231	
2110272	CPT4 - 58958	Procedure	CPT4	CPT4	S	58958	20070703	20991231	
2110271	CPT4 - 58957	Procedure	CPT4	CPT4	S	58957	20070703	20991231	
2110270	CPT4 - 58956	Procedure	CPT4	CPT4	S	58956	20050119	20991231	
2110269	CPT4 - 58954	Procedure	CPT4	CPT4	S	58954	19700101	20991231	
2110268	CPT4 - 58953	Procedure	CPT4	CPT4	S	58953	19700101	20991231	
2110267	CPT4 - 58952	Procedure	CPT4	CPT4	S	58952	19700101	20991231	
2110266	CPT4 - 58951	Procedure	CPT4	CPT4	S	58951	19700101	20991231	
2110265	CPT4 - 58950	Procedure	CPT4	CPT4	S	58950	19700101	20991231	
2514456	CPT4 - 99306	Procedure	CPT4	CPT4	S	99306	20060213	20991231	
2514455	CPT4 - 99305	Procedure	CPT4	CPT4	S	99305	20060213	20991231	
2514454	CPT4 - 99304	Procedure	CPT4	CPT4	S	99304	20060213	20991231	
